Application Name,Start Time,End Time,Active Time,Idle Time,Title,URL,Hour Type
UEDIT32.EXE,3/19/2018 6:27:05 PM,3/19/2018 6:27:07 PM,00:00:02,00:00:00,UltraEdit-32 - [C:\Users\a0737176\AppData\Local\Microsoft\Windows\Temporary Internet Files\Content.IE5\69G9VEME\commarea_Credit.log],,Productive
OUTLOOK.EXE,3/19/2018 6:27:07 PM,3/19/2018 6:27:10 PM,00:00:03,00:00:00,Inbox - aviral.mittal@alight.com - Microsoft Outlook,,Productive
EXPLORER.EXE,3/19/2018 6:27:10 PM,3/19/2018 6:27:12 PM,00:00:02,00:00:00,,,Productive
IEXPLORE.EXE,3/19/2018 6:27:12 PM,3/19/2018 6:28:06 PM,00:00:54,00:00:00,Support Issue- NB90704 : Change Plan name for Plan - Group Accident Insurance (8700) for specif - Internet Explorer,was5-int-tba.hewitt.com,Productive
UEDIT32.EXE,3/19/2018 6:28:06 PM,3/19/2018 6:28:08 PM,00:00:02,00:00:00,UltraEdit-32 - [C:\Users\a0737176\AppData\Local\Microsoft\Windows\Temporary Internet Files\Content.IE5\69G9VEME\commarea_Credit.log],,Productive
UEDIT32.EXE,3/19/2018 6:28:08 PM,3/19/2018 6:28:09 PM,00:00:01,00:00:00,,,Productive
PACE.EXE,3/19/2018 6:28:09 PM,3/19/2018 6:28:16 PM,00:00:07,00:00:00,PACE,,Productive
PACE.EXE,3/19/2018 6:28:16 PM,3/19/2018 6:28:19 PM,00:00:03,00:00:00,PaceProgressBar,,Productive
PACE.EXE,3/19/2018 6:28:19 PM,3/19/2018 6:28:25 PM,00:00:06,00:00:00,PACE,,Productive
UEDIT32.EXE,3/19/2018 6:28:25 PM,3/19/2018 6:28:29 PM,00:00:04,00:00:00,UltraEdit-32 - [C:\Users\a0737176\AppData\Local\Microsoft\Windows\Temporary Internet Files\Content.IE5\69G9VEME\commarea_Credit.log],,Productive
EXPLORER.EXE,3/19/2018 6:28:29 PM,3/19/2018 6:28:30 PM,00:00:01,00:00:00,,,Productive
IEXPLORE.EXE,3/19/2018 6:28:30 PM,3/19/2018 6:30:22 PM,00:01:52,00:00:00,Support Issue- NB90704 : Change Plan name for Plan - Group Accident Insurance (8700) for specif - Internet Explorer,was5-int-tba.hewitt.com,Productive
IEXPLORE.EXE,3/19/2018 6:30:22 PM,3/19/2018 6:30:23 PM,00:00:01,00:00:00,Windows Internet Explorer,was5-int-tba.hewitt.com,Productive
IEXPLORE.EXE,3/19/2018 6:30:23 PM,3/19/2018 6:30:25 PM,00:00:02,00:00:00,https://was5-int-tba.hewitt.com/maestro/editIssue.html?issueId=NB90704 - Internet Explorer,was5-int-tba.hewitt.com,Productive
IEXPLORE.EXE,3/19/2018 6:30:25 PM,3/19/2018 6:30:28 PM,00:00:03,00:00:00,Loading ... - Internet Explorer,sum-waqc.hewitt.com,Productive
IEXPLORE.EXE,3/19/2018 6:30:28 PM,3/19/2018 6:30:37 PM,00:00:09,00:00:00,https://was5-int-tba.hewitt.com/maestro/loginOffset.htm?url=editIssue.html?issueId=NB90704 - Internet Explorer,was5-int-tba.hewitt.com,Productive
IEXPLORE.EXE,3/19/2018 6:30:37 PM,3/19/2018 6:31:01 PM,00:00:24,00:00:00,Support Issue- NB90704 : Change Plan name for Plan - Group Accident Insurance (8700) for specif - Internet Explorer,was5-int-tba.hewitt.com,Productive
EXPLORER.EXE,3/19/2018 6:31:01 PM,3/19/2018 6:31:02 PM,00:00:01,00:00:00,,,Productive
COMMUNICATOR.EXE,3/19/2018 6:31:02 PM,3/19/2018 6:31:18 PM,00:00:16,00:00:00,Microsoft Lync          ,,Productive
IEXPLORE.EXE,3/19/2018 6:31:18 PM,3/19/2018 6:31:48 PM,00:00:30,00:00:00,Support Issue- NB90704 : Change Plan name for Plan - Group Accident Insurance (8700) for specif - Internet Explorer,was5-int-tba.hewitt.com,Productive
EXPLORER.EXE,3/19/2018 6:31:48 PM,3/19/2018 6:31:50 PM,00:00:02,00:00:00,VM,,Productive
EXPLORER.EXE,3/19/2018 6:31:50 PM,3/19/2018 6:31:53 PM,00:00:03,00:00:00,OSDisk (C:),,Productive
EXPLORER.EXE,3/19/2018 6:31:53 PM,3/19/2018 6:32:00 PM,00:00:07,00:00:00,svn_wa,,Productive
TORTOISEPROC.EXE,3/19/2018 6:32:00 PM,3/19/2018 6:32:32 PM,00:00:32,00:00:00,Checkout,,Productive
TORTOISEPROC.EXE,3/19/2018 6:32:32 PM,3/19/2018 6:32:42 PM,00:00:10,00:00:00,Authentication,,Productive
EXPLORER.EXE,3/19/2018 6:32:42 PM,3/19/2018 6:32:44 PM,00:00:02,00:00:00,svn_wa,,Productive
TORTOISEPROC.EXE,3/19/2018 6:32:44 PM,3/19/2018 6:32:46 PM,00:00:02,00:00:00,ybr_50 - Checkout - TortoiseSVN,,Productive
TORTOISEPROC.EXE,3/19/2018 6:32:46 PM,3/19/2018 6:32:54 PM,00:00:08,00:00:00,Checkout Failed!,,Productive
EXPLORER.EXE,3/19/2018 6:32:54 PM,3/19/2018 6:32:58 PM,00:00:04,00:00:00,svn_wa,,Productive
EXPLORER.EXE,3/19/2018 6:32:58 PM,3/19/2018 6:33:01 PM,00:00:03,00:00:00,Delete Folder,,Productive
EXPLORER.EXE,3/19/2018 6:33:01 PM,3/19/2018 6:33:07 PM,00:00:06,00:00:00,svn_wa,,Productive
TORTOISEPROC.EXE,3/19/2018 6:33:07 PM,3/19/2018 6:34:25 PM,00:01:18,00:00:00,Checkout,,Productive
OUTLOOK.EXE,3/19/2018 6:34:25 PM,3/19/2018 6:34:30 PM,00:00:05,00:00:00,Inbox - aviral.mittal@alight.com - Microsoft Outlook,,Productive
OUTLOOK.EXE,3/19/2018 6:34:30 PM,3/19/2018 6:34:51 PM,00:00:21,00:00:00,Sent Items - aviral.mittal@alight.com - Microsoft Outlook,,Productive
OUTLOOK.EXE,3/19/2018 6:34:51 PM,3/19/2018 6:35:13 PM,00:00:22,00:00:00,Inbox - aviral.mittal@alight.com - Microsoft Outlook,,Productive
COMMUNICATOR.EXE,3/19/2018 6:35:13 PM,3/19/2018 6:35:14 PM,00:00:01,00:00:00,??Conversation??,,Productive
COMMUNICATOR.EXE,3/19/2018 6:35:14 PM,3/19/2018 6:35:22 PM,00:00:08,00:00:00,???Still not able to check my booking schedule???,,Productive
OUTLOOK.EXE,3/19/2018 6:35:22 PM,3/19/2018 6:35:57 PM,00:00:35,00:00:00,Inbox - aviral.mittal@alight.com - Microsoft Outlook,,Productive
OUTLOOK.EXE,3/19/2018 6:45:33 PM,3/19/2018 6:46:11 PM,00:00:38,00:00:00,Inbox - aviral.mittal@alight.com - Microsoft Outlook,,Productive
TORTOISEPROC.EXE,3/19/2018 6:46:11 PM,3/19/2018 6:46:15 PM,00:00:04,00:00:00,Checkout,,Productive
TORTOISEPROC.EXE,3/19/2018 6:46:15 PM,3/19/2018 6:47:35 PM,00:01:20,00:00:00,Authentication,,Productive
EXPLORER.EXE,3/19/2018 6:47:35 PM,3/19/2018 6:47:37 PM,00:00:02,00:00:00,,,Productive
COMMUNICATOR.EXE,3/19/2018 6:47:37 PM,3/19/2018 6:47:43 PM,00:00:06,00:00:00,Microsoft Lync          ,,Productive
TORTOISEPROC.EXE,3/19/2018 6:47:43 PM,3/19/2018 6:47:56 PM,00:00:13,00:00:00,Authentication,,Productive
IEXPLORE.EXE,3/19/2018 6:47:56 PM,3/19/2018 6:47:59 PM,00:00:03,00:00:00,01215 [1.0 03-16-18] Welcome - Internet Explorer,localhost,Productive
IEXPLORE.EXE,3/19/2018 6:47:59 PM,3/19/2018 6:48:11 PM,00:00:12,00:00:00,My Work View - Internet Explorer,was5-int-tba.hewitt.com,Productive
IEXPLORE.EXE,3/19/2018 6:48:11 PM,3/19/2018 6:48:14 PM,00:00:03,00:00:00,Windows Internet Explorer,was5-int-tba.hewitt.com,Productive
IEXPLORE.EXE,3/19/2018 6:48:14 PM,3/19/2018 6:50:26 PM,00:02:12,00:00:00,Support Issue- AN35223 : Participant already has medical or dental coverage but does not show t - Internet Explorer,was5-int-tba.hewitt.com,Productive
EXPLORER.EXE,3/19/2018 6:50:26 PM,3/19/2018 6:50:28 PM,00:00:02,00:00:00,,,Productive
TORTOISEPROC.EXE,3/19/2018 6:50:28 PM,3/19/2018 6:51:18 PM,00:00:50,00:00:00,Checkout,,Productive
EXPLORER.EXE,3/19/2018 6:51:18 PM,3/19/2018 6:51:19 PM,00:00:01,00:00:00,,,Productive
EXPLORER.EXE,3/19/2018 6:51:19 PM,3/19/2018 6:51:22 PM,00:00:03,00:00:00,,,Productive
TORTOISEPROC.EXE,3/19/2018 6:51:22 PM,3/19/2018 6:51:23 PM,00:00:01,00:00:00,Checkout,,Productive
TORTOISEPROC.EXE,3/19/2018 6:51:23 PM,3/19/2018 6:51:58 PM,00:00:35,00:00:00,Authentication,,Productive
EXPLORER.EXE,3/19/2018 6:51:58 PM,3/19/2018 6:52:01 PM,00:00:03,00:00:00,svn_wa,,Productive
TORTOISEPROC.EXE,3/19/2018 6:52:01 PM,3/19/2018 6:52:02 PM,00:00:01,00:00:00,trunk - Checkout - TortoiseSVN,,Productive
TORTOISEPROC.EXE,3/19/2018 6:52:02 PM,3/19/2018 6:52:26 PM,00:00:24,00:00:00,Checkout Failed!,,Productive
EXPLORER.EXE,3/19/2018 6:52:26 PM,3/19/2018 6:52:28 PM,00:00:02,00:00:00,,,Productive
EXPLORER.EXE,3/19/2018 6:52:28 PM,3/19/2018 6:52:36 PM,00:00:08,00:00:00,svn_wa,,Productive
TORTOISEPROC.EXE,3/19/2018 6:52:36 PM,3/19/2018 6:53:04 PM,00:00:28,00:00:00,Checkout,,Productive
TORTOISEPROC.EXE,3/19/2018 6:53:04 PM,3/19/2018 6:53:16 PM,00:00:12,00:00:00,Authentication,,Productive
EXPLORER.EXE,3/19/2018 6:53:16 PM,3/19/2018 6:53:19 PM,00:00:03,00:00:00,svn_wa,,Productive
EXPLORER.EXE,3/19/2018 6:53:19 PM,3/19/2018 6:53:20 PM,00:00:01,00:00:00,,,Productive
TORTOISEPROC.EXE,3/19/2018 6:53:20 PM,3/19/2018 6:53:24 PM,00:00:04,00:00:00,Checkout Failed!,,Productive
EXPLORER.EXE,3/19/2018 6:53:24 PM,3/19/2018 6:53:33 PM,00:00:09,00:00:00,,,Productive
EXPLORER.EXE,3/19/2018 6:53:33 PM,3/19/2018 6:53:41 PM,00:00:08,00:00:00,,,Productive
IEXPLORE.EXE,3/19/2018 6:53:41 PM,3/19/2018 6:55:18 PM,00:01:37,00:00:00,Support Issue- NB90704 : Change Plan name for Plan - Group Accident Insurance (8700) for specif - Internet Explorer,was5-int-tba.hewitt.com,Productive
IEXPLORE.EXE,3/19/2018 6:55:18 PM,3/19/2018 6:55:31 PM,00:00:13,00:00:00,Find,was5-int-tba.hewitt.com,Productive
IEXPLORE.EXE,3/19/2018 6:55:31 PM,3/19/2018 6:55:39 PM,00:00:08,00:00:00,Support Issue- NB90704 : Change Plan name for Plan - Group Accident Insurance (8700) for specif - Internet Explorer,was5-int-tba.hewitt.com,Productive
SIYBRBUILDER50.EXE,3/19/2018 6:55:39 PM,3/19/2018 6:55:40 PM,00:00:01,00:00:00,YBR Builder 5.16,,Productive
IEXPLORE.EXE,3/19/2018 6:55:40 PM,3/19/2018 6:55:45 PM,00:00:05,00:00:00,Support Issue- NB90704 : Change Plan name for Plan - Group Accident Insurance (8700) for specif - Internet Explorer,was5-int-tba.hewitt.com,Productive
EXPLORER.EXE,3/19/2018 6:55:45 PM,3/19/2018 6:55:49 PM,00:00:04,00:00:00,svn_wa,,Productive
EXPLORER.EXE,3/19/2018 6:55:49 PM,3/19/2018 6:55:51 PM,00:00:02,00:00:00,Delete Folder,,Productive
EXPLORER.EXE,3/19/2018 6:55:51 PM,3/19/2018 6:55:57 PM,00:00:06,00:00:00,svn_wa,,Productive
TORTOISEPROC.EXE,3/19/2018 6:55:57 PM,3/19/2018 6:56:25 PM,00:00:28,00:00:00,Checkout,,Productive
COMMUNICATOR.EXE,3/19/2018 6:56:25 PM,3/19/2018 6:56:35 PM,00:00:10,00:00:00,??Surbhi Kinger??,,Productive
TORTOISEPROC.EXE,3/19/2018 6:56:35 PM,3/19/2018 6:56:57 PM,00:00:22,00:00:00,Checkout,,Productive
EXPLORER.EXE,3/19/2018 6:56:57 PM,3/19/2018 6:57:01 PM,00:00:04,00:00:00,Task Switching,,Productive
COMMUNICATOR.EXE,3/19/2018 6:57:01 PM,3/19/2018 6:57:04 PM,00:00:03,00:00:00,??Surbhi Kinger??,,Productive
TORTOISEPROC.EXE,3/19/2018 6:57:04 PM,3/19/2018 6:57:39 PM,00:00:35,00:00:00,Checkout,,Productive
TORTOISEPROC.EXE,3/19/2018 6:57:39 PM,3/19/2018 6:57:51 PM,00:00:12,00:00:00,Authentication,,Productive
EXPLORER.EXE,3/19/2018 6:57:51 PM,3/19/2018 6:57:53 PM,00:00:02,00:00:00,svn_wa,,Productive
EXPLORER.EXE,3/19/2018 6:57:53 PM,3/19/2018 6:57:54 PM,00:00:01,00:00:00,,,Productive
TORTOISEPROC.EXE,3/19/2018 6:57:54 PM,3/19/2018 6:57:56 PM,00:00:02,00:00:00,trunk - Checkout - TortoiseSVN,,Productive
TORTOISEPROC.EXE,3/19/2018 6:57:56 PM,3/19/2018 6:58:03 PM,00:00:07,00:00:00,Checkout Failed!,,Productive
EXPLORER.EXE,3/19/2018 6:58:03 PM,3/19/2018 6:58:10 PM,00:00:07,00:00:00,svn_wa,,Productive
EXPLORER.EXE,3/19/2018 6:58:10 PM,3/19/2018 6:58:11 PM,00:00:01,00:00:00,Deleting ,,Productive
EXPLORER.EXE,3/19/2018 6:58:11 PM,3/19/2018 6:58:16 PM,00:00:05,00:00:00,svn_wa,,Productive
TORTOISEPROC.EXE,3/19/2018 6:58:16 PM,3/19/2018 6:58:34 PM,00:00:18,00:00:00,Checkout,,Productive
TORTOISEPROC.EXE,3/19/2018 6:58:34 PM,3/19/2018 6:58:51 PM,00:00:17,00:00:00,Authentication,,Productive
EXPLORER.EXE,3/19/2018 6:58:51 PM,3/19/2018 6:58:55 PM,00:00:04,00:00:00,svn_wa,,Productive
TORTOISEPROC.EXE,3/19/2018 6:58:55 PM,3/19/2018 7:00:06 PM,00:01:11,00:00:00,trunk - Checkout - TortoiseSVN,,Productive
TORTOISEPROC.EXE,3/19/2018 7:00:06 PM,3/19/2018 7:00:32 PM,00:00:26,00:00:00,Checkout Finished!,,Productive
EXPLORER.EXE,3/19/2018 7:00:32 PM,3/19/2018 7:00:36 PM,00:00:04,00:00:00,svn_wa,,Productive
EXPLORER.EXE,3/19/2018 7:00:36 PM,3/19/2018 7:00:39 PM,00:00:03,00:00:00,em16452,,Productive
EXPLORER.EXE,3/19/2018 7:00:39 PM,3/19/2018 7:00:44 PM,00:00:05,00:00:00,svn_wa,,Productive
TORTOISEPROC.EXE,3/19/2018 7:00:44 PM,3/19/2018 7:00:53 PM,00:00:09,00:00:00,Checkout,,Productive
EXPLORER.EXE,3/19/2018 7:00:53 PM,3/19/2018 7:00:54 PM,00:00:01,00:00:00,Task Switching,,Productive
IEXPLORE.EXE,3/19/2018 7:00:54 PM,3/19/2018 7:01:00 PM,00:00:06,00:00:00,Support Issue- NB90704 : Change Plan name for Plan - Group Accident Insurance (8700) for specif - Internet Explorer,was5-int-tba.hewitt.com,Productive
TORTOISEPROC.EXE,3/19/2018 7:01:00 PM,3/19/2018 7:01:37 PM,00:00:37,00:00:00,Checkout,,Productive
TORTOISEPROC.EXE,3/19/2018 7:01:37 PM,3/19/2018 7:02:04 PM,00:00:27,00:00:00,Authentication,,Productive
EXPLORER.EXE,3/19/2018 7:02:04 PM,3/19/2018 7:02:08 PM,00:00:04,00:00:00,svn_wa,,Productive
TORTOISEPROC.EXE,3/19/2018 7:02:08 PM,3/19/2018 7:02:19 PM,00:00:11,00:00:00,trunk - Checkout - TortoiseSVN,,Productive
TORTOISEPROC.EXE,3/19/2018 7:02:19 PM,3/19/2018 7:02:26 PM,00:00:07,00:00:00,Checkout Finished!,,Productive
UEDIT32.EXE,3/19/2018 7:02:26 PM,3/19/2018 7:02:28 PM,00:00:02,00:00:00,UltraEdit-32 - [C:\Users\a0737176\AppData\Local\Microsoft\Windows\Temporary Internet Files\Content.IE5\69G9VEME\commarea_Credit.log],,Productive
UEDIT32.EXE,3/19/2018 7:02:28 PM,3/19/2018 7:02:55 PM,00:00:27,00:00:00,UltraEdit-32 - [C:\apps\hewittprojects\tbia\dv\logs\commarea.log],,Productive
TORTOISEPROC.EXE,3/19/2018 7:02:55 PM,3/19/2018 7:02:58 PM,00:00:03,00:00:00,Checkout Finished!,,Productive
UEDIT32.EXE,3/19/2018 7:02:58 PM,3/19/2018 7:03:34 PM,00:00:36,00:00:00,UltraEdit-32 - [C:\apps\hewittprojects\tbia\dv\logs\commarea.log],,Productive
UEDIT32.EXE,3/19/2018 7:03:34 PM,3/19/2018 7:03:43 PM,00:00:09,00:00:00,Save As,,Productive
UEDIT32.EXE,3/19/2018 7:03:43 PM,3/19/2018 7:03:45 PM,00:00:02,00:00:00,UltraEdit-32 - [C:\Users\a0737176\Desktop\commarea.log],,Productive
EXPLORER.EXE,3/19/2018 7:03:45 PM,3/19/2018 7:03:47 PM,00:00:02,00:00:00,,,Productive
UEDIT32.EXE,3/19/2018 7:03:47 PM,3/19/2018 7:04:05 PM,00:00:18,00:00:00,UltraEdit-32 - [C:\Users\a0737176\Desktop\commarea.log],,Productive
EXPLORER.EXE,3/19/2018 7:04:05 PM,3/19/2018 7:04:06 PM,00:00:01,00:00:00,,,Productive
IEXPLORE.EXE,3/19/2018 7:04:06 PM,3/19/2018 7:04:32 PM,00:00:26,00:00:00,My Work View - Internet Explorer,was5-int-tba.hewitt.com,Productive
IEXPLORE.EXE,3/19/2018 7:04:32 PM,3/19/2018 7:04:34 PM,00:00:02,00:00:00,https://was5-int-tba.hewitt.com/maestro/editIssue.html?issueId=PP77960 - Internet Explorer,was5-int-tba.hewitt.com,Productive
IEXPLORE.EXE,3/19/2018 7:04:34 PM,3/19/2018 7:05:02 PM,00:00:28,00:00:00,Support Issue- PP77960 : Change routing of Find Dentistis Button on Choose provider page - Internet Explorer,was5-int-tba.hewitt.com,Productive
IEXPLORE.EXE,3/19/2018 7:05:02 PM,3/19/2018 7:05:05 PM,00:00:03,00:00:00,My Work View - Internet Explorer,was5-int-tba.hewitt.com,Productive
SIYBRBUILDER50.EXE,3/19/2018 7:05:05 PM,3/19/2018 7:05:16 PM,00:00:11,00:00:00,YBR Builder 5.16,,Productive
EXPLORER.EXE,3/19/2018 7:05:16 PM,3/19/2018 7:05:18 PM,00:00:02,00:00:00,,,Productive
IEXPLORE.EXE,3/19/2018 7:05:18 PM,3/19/2018 7:05:23 PM,00:00:05,00:00:00,Support Issue- NB90704 : Change Plan name for Plan - Group Accident Insurance (8700) for specif - Internet Explorer,was5-int-tba.hewitt.com,Productive
EXPLORER.EXE,3/19/2018 7:05:23 PM,3/19/2018 7:05:29 PM,00:00:06,00:00:00,svn_wa,,Productive
EXPLORER.EXE,3/19/2018 7:05:29 PM,3/19/2018 7:05:30 PM,00:00:01,00:00:00,,,Productive
EXPLORER.EXE,3/19/2018 7:05:30 PM,3/19/2018 7:05:31 PM,00:00:01,00:00:00,svn_wa,,Productive
EXPLORER.EXE,3/19/2018 7:05:31 PM,3/19/2018 7:05:34 PM,00:00:03,00:00:00,,,Productive
WPWORKBENCH.EXE,3/19/2018 7:05:34 PM,3/19/2018 7:05:41 PM,00:00:07,00:00:00,HRO Workbench,,Productive
EXPLORER.EXE,3/19/2018 7:05:41 PM,3/19/2018 7:05:42 PM,00:00:01,00:00:00,Task Switching,,Productive
IEXPLORE.EXE,3/19/2018 7:05:42 PM,3/19/2018 7:05:45 PM,00:00:03,00:00:00,Support Issue- NB90704 : Change Plan name for Plan - Group Accident Insurance (8700) for specif - Internet Explorer,was5-int-tba.hewitt.com,Productive
WPWORKBENCH.EXE,3/19/2018 7:05:45 PM,3/19/2018 7:05:57 PM,00:00:12,00:00:00,HRO Workbench,,Productive
WPWORKBENCH.EXE,3/19/2018 7:05:57 PM,3/19/2018 7:06:00 PM,00:00:03,00:00:00,HRO Workbench Message,,Productive
WPWORKBENCH.EXE,3/19/2018 7:06:00 PM,3/19/2018 7:06:11 PM,00:00:11,00:00:00,HRO Workbench,,Productive
IEXPLORE.EXE,3/19/2018 7:06:11 PM,3/19/2018 7:06:14 PM,00:00:03,00:00:00,Support Issue- NB90704 : Change Plan name for Plan - Group Accident Insurance (8700) for specif - Internet Explorer,was5-int-tba.hewitt.com,Productive
EXPLORER.EXE,3/19/2018 7:06:14 PM,3/19/2018 7:06:15 PM,00:00:01,00:00:00,Task Switching,,Productive
EXPLORER.EXE,3/19/2018 7:06:15 PM,3/19/2018 7:06:21 PM,00:00:06,00:00:00,svn_wa,,Productive
WPWORKBENCH.EXE,3/19/2018 7:06:21 PM,3/19/2018 7:07:17 PM,00:00:56,00:00:00,HRO Workbench,,Productive
SIYBRPULLDOWN.EXE,3/19/2018 7:07:17 PM,3/19/2018 7:07:50 PM,00:00:33,00:00:00,YBR 5.x - Pull Down Parent Tier,,Productive
SIYBRPULLDOWN.EXE,3/19/2018 7:07:50 PM,3/19/2018 7:07:53 PM,00:00:03,00:00:00,SiYBRPullDown,,Productive
SIYBRPULLDOWN.EXE,3/19/2018 7:07:53 PM,3/19/2018 7:07:58 PM,00:00:05,00:00:00,YBR 5.x - Pull Down Parent Tier,,Productive
DWM.EXE,3/19/2018 7:07:58 PM,3/19/2018 7:08:21 PM,00:00:23,00:00:00,YBR 5.x - Pull Down Parent Tier (Not Responding),,Production_Enabler
EXPLORER.EXE,3/19/2018 7:08:21 PM,3/19/2018 7:08:23 PM,00:00:02,00:00:00,,,Productive
PACE.EXE,3/19/2018 7:08:23 PM,3/19/2018 7:08:25 PM,00:00:02,00:00:00,PaceProgressBar,,Productive
CMD.EXE,3/19/2018 7:08:25 PM,3/19/2018 7:08:29 PM,00:00:04,00:00:00,C:\WINDOWS\system32\cmd.exe,,Productive
PACE.EXE,3/19/2018 7:08:29 PM,3/19/2018 7:08:38 PM,00:00:09,00:00:00,PACE,,Productive
SIYBRBUILDER50.EXE,3/19/2018 7:08:38 PM,3/19/2018 7:08:39 PM,00:00:01,00:00:00,YBR Builder 5.16,,Productive
UEDIT32.EXE,3/19/2018 7:08:39 PM,3/19/2018 7:08:42 PM,00:00:03,00:00:00,UltraEdit-32 - [C:\Users\a0737176\Desktop\commarea.log],,Productive
CMD.EXE,3/19/2018 7:08:42 PM,3/19/2018 7:08:49 PM,00:00:07,00:00:00,C:\WINDOWS\system32\cmd.exe,,Productive
DWM.EXE,3/19/2018 7:08:49 PM,3/19/2018 7:08:55 PM,00:00:06,00:00:00,YBR 5.x - Pull Down Parent Tier (Not Responding),,Production_Enabler
CMD.EXE,3/19/2018 7:08:55 PM,3/19/2018 7:09:46 PM,00:00:51,00:00:00,C:\WINDOWS\system32\cmd.exe,,Productive
SIYBRPULLDOWN.EXE,3/19/2018 7:09:46 PM,3/19/2018 7:09:51 PM,00:00:05,00:00:00,SiYBRPullDown,,Productive
SIYBRPULLDOWN.EXE,3/19/2018 7:09:51 PM,3/19/2018 7:09:53 PM,00:00:02,00:00:00,YBR 5.x - Pull Down Parent Tier,,Productive
UEDIT32.EXE,3/19/2018 7:09:53 PM,3/19/2018 7:09:56 PM,00:00:03,00:00:00,UltraEdit-32 - [C:\Users\a0737176\Desktop\commarea.log],,Productive
SIYBRBUILDER50.EXE,3/19/2018 7:09:56 PM,3/19/2018 7:09:58 PM,00:00:02,00:00:00,YBR Builder 5.16,,Productive
UEDIT32.EXE,3/19/2018 7:09:58 PM,3/19/2018 7:09:59 PM,00:00:01,00:00:00,UltraEdit-32 - [C:\Users\a0737176\Desktop\commarea.log],,Productive
WPWORKBENCH.EXE,3/19/2018 7:09:59 PM,3/19/2018 7:10:02 PM,00:00:03,00:00:00,HRO Workbench,,Productive
WPWORKBENCH.EXE,3/19/2018 7:10:02 PM,3/19/2018 7:10:03 PM,00:00:01,00:00:00,,,Productive
EXPLORER.EXE,3/19/2018 7:10:03 PM,3/19/2018 7:10:13 PM,00:00:10,00:00:00,svn_wa,,Productive
SIYBRBUILDER50.EXE,3/19/2018 7:10:13 PM,3/19/2018 7:10:22 PM,00:00:09,00:00:00,YBR Builder 5.16,,Productive
EXPLORER.EXE,3/19/2018 7:10:22 PM,3/19/2018 7:10:24 PM,00:00:02,00:00:00,tbia-aKOJDK.58-516-ybr-0908-LSB,,Productive
EXPLORER.EXE,3/19/2018 7:10:24 PM,3/19/2018 7:10:29 PM,00:00:05,00:00:00,ybr,,Productive
SIYBRBUILDER50.EXE,3/19/2018 7:10:29 PM,3/19/2018 7:10:38 PM,00:00:09,00:00:00,YBR Builder 5.16,,Productive
EXPLORER.EXE,3/19/2018 7:10:38 PM,3/19/2018 7:10:39 PM,00:00:01,00:00:00,tbia-aKOJDK.58-516-ybr-0908-LSB,,Productive
